#k/n	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
12	12,727,55431,4539023,387237073,34013789345,3055866629667,279609539673204,25977036344161024,2444913756153654784,232708056788100775936,22367903303253266268160,2168749414664664650874880,211910342298614599109312512,20850038677732936394930651136,2064323547984968543065163694080,205546454658414226427899132510208,20572257401682260062785248453197824,2068709592681384740925824375095033856,208925550567146967957007424074960338944,21183915083973833149315386323782963560448,2155798861818128919054368366071396847058944,220128592082981284502872362694607196496330752,22547687475793501115529939332377117353607954432,2316256728915102921148574794454246622379208867840,238584196360082246686761418154979270154872711806976,24636915363772168289441038609800957714496082824658944,2550042040738633822532211625830285276861279522284109824,264519588529435347383179699556316655099545980762264174592,27495190425694595481577369363644032010022068963321007046656,2863439989162025735264428875761967966925192163993572039720960,298744965246956879155811361710543718580025459893572768880394240
13	13,909,79806,7496447,731827985,73430746040,7526462594434,784890587791691,83042683701744960,8895042893280567296,963020998962080514048,105243460211857361469440,11597420253225388905332736,1287503379585797918252072960,143889906890690156767851053056,16178159403398008468026200948736,1828962116924634243954855995506688,207801263567237462743023220275806208,23717899200832807972509623838752899072,2718484836256575791009767655819752505344,312792583475204165984111372469383540506624,36119056150182300480121538693507719641432064,4184576983563257056043763949243894154209001472,486293222195671680551906331335398993382124552192,56673834530549050614693334438056956789688006344704,6622465325641291462412435363620725210986193621090304,775768598409964601236127301149402998938351813062033408,91085579365435473451410033422041852952122712116718206976,10717847306662499375020440219208524674198865314421011382272,1263708832449865083519558234866638295752747916771667310804992,149284201123159777513312323898336617302404703771236543848513536,17666815260041241851159808196669133985140583696639020287987286016
14	14,1119,112062,11967090,1325279411,150618297625,17466040308265,2058863027923211,246049065683012640,29751844975757328384,3634408788752228417536,447966959419626084106240,55656159891175215221178368,6964209769857839572078034944,877030690721562593934423621632,111091205900485185801518149795840,14146202552683948078554850724413440,1810080283255104267186600652962791424,232637692391710751181342000723966033920,30021554770103742916867203531443623952384,3888845201222236176436436181614812502949888,505499198420514668581402756105108801101758464,65920879701013627190651067571309851683986604032,8622423196731894521083302966794038916910701084672,1130967077244615061172212288431447261945668762075136,148731705100521433265035437444839944239791383284547584,19607220451575929698581693482519193309828470581122564096,2590715441359602920990889252677037615729126004529498685440,343046216821882998696021773107919561175858681391340482199552,45515353923297491073662966134701336855887591693965593195577344,6050388847117199609468629309621314689497154267571197330103205888,805713315521783243790073561644137404879526430543932966864674619392
15	15,1359,153967,18546195,2312229041,295437040412,38476762153105,5089758425463801,682139506043017728,92451309528719015936,12652746301264780853248,1746559140766292509720576,242938142790058225826791424,34023457263527798310420086784,4794477211899063298537071575040,679416211793042072173538709602304,96771570111642622336431191534600192,13848084799167222169605750532249485312,1990201797878991906539129361045540306944,287160240861518480175452599820996547969024,41585465642233076173007533563610796306464768,6042723938412872257583483883707445100261933056,880832646318055640711027449171475184828184264704,128774289498861386494041108635587650569293667500032,18877935332191138541072176261806630860054069147336704,2774543810461296461650962464637467542246392343260299264,408760993182812313101189774943346728223400636586911596544,60356370689177831951262604660239284429976377781868266782720,8930854761264271189268138089938775028442102447869570945384448,1324111048461128943092245864895208630998677474716681503441420288,196682996916229626331174908464234400500581852573213713096817770496,29266695553714524348470211479929723306299841791343799399175067533312
16	16,1631,207535,28002837,3904001964,557112223996,80960132432601,11941152631825632,1783364012250889216,269205104636362227712,41018362322968473763840,6301544638533253956894720,975210661192028778020208640,151917232946608827828287832064,23806615850999405499083596496896,3750894214858569271703378646269952,593902015109427191129452810256515072,94462579573976800674636926907119042560,15087364315959151122375737175069406789632,2419005905577062732870860126977831758462976,389230549575458367425279652782453287989280768,62836595998501087428643552636463535715910680576,10175469353282345271400355172916944025251651518464,1652502779408509490695353810961270741664546219360256,269087854580625903163416616279892795435183561578119168,43927414840999377937363738400903031401014997033391489024,7187846410635495245499487842662532355929172619111430094848,1178748561993968327605018292648511463911983369169488981262336,193707101586874034171085943281478814090214894061517896983511040,31894747832180293187918761131820102033718593281450988967619985408,5261304449620647915814910909424882761523102171503451373635276636160,869407479520036518166327857410705037822228351343804116215008086458368
17	17,1937,275042,41315437,6402453258,1014432167762,163541964197656,26741867260581808,4425235528345965056,739833218484654833664,124800664774495415828480,21219339634787248632758272,3633352158986918075545157632,626086760106514265143515283456,108505417180029702553268020838400,18903153454040477315461466912980992,3308942557943105353087836777892282368,581764275185969609706776907842150465536,102697221089644817019766815144424046067712,18196675017552409756736828452247877630033920,3235409404549123050095266961282477922447261696,577118002552206686323650715499526143479243603968,103253061828212268827110872652245753113860823318528,18524991028355708423566801958923815668807232959545344,3332356995942259416342115478097650938236417520504406016,600913689247213497848466102509675808999567125575735705600,108611159614865774422392879677889144404708027864254290853888,19673367495791636288278163567257590691264055709360994547400704,3570835167718028975210797890822331845946565134307272811868061696,649377148595381410957176865706189982577135336223644018743967744000,118307813498640139816504382850285303467583254503901904632505836765184,21591146339171733673610642472439583765228863051375026802097905970708480
18	18,2279,359042,59711808,10230186234,1790240779558,318518833707256,57444665225336632,10479228883553200128,1930547568004396482560,358726774270076242624512,67165681067232885859155968,12661291740122235286755213312,2401380928393685300266403889152,457980934622441322502651637661696,87785666241830836137905065631416320,16904599598955714045172003627784470528,3269111619103557763745136237015231102976,634681654756169909101613720328432208838656,123667989622546886883540007466893383772930048,24178046173651922025256218026244059443260030976,4741836695917079433500105477350988290704829054976,932700786981121393846184205262493270457778389909504,183961066112120180231740550980686101219831916559073280,36376614174093595075505346724817641186692454704314580992,7210459451500849991083107402109549113022067780462865022976,1432469015824241180422054853361292342801429452653402070712320,285188251952365667717576245846969648519863016896499755660607488,56891733037187637875756590834237315456256456280773075762455511040,11370746372808651267719987607092351221281857128998747928664001740800,2276700370825526008326913912857750446846819075147776078478097162174464,456623248270428979990130593785611880254376225113887749686357914105675776
19	19,2659,462383,84714005,15968346730,3071635700392,600301881997534,118854872009726208,23791915714491187200,4807795885845419917312,979608354625435052539904,201065237871759120326983680,41539608432175887576543002624,8632719162184383688407473192960,1803660374176862252120254888017920,378686660467062435698354605621510144,79863212329958407185082191163269578752,16912223606491819348875743708237768163328,3595057120935655120721149012194265814532096,766904542861660817636396837608680145033363456,164134344591937738594949199229290169281426751488,35235746392309628936175823646833907923063928782848,7585880789265878853476963313210502529943153670094848,1637524997552478283307836600833772775659572618357374976,354370241288191923502527080836617871502151196269090963456,76868460543037349001186322838437066500021960309123860922368,16710926470609697186819110008747893394070015901738032429006848,3640482482021064046096584411993621816023310482904998052353802240,794643733330797497529828942590939652169897336733876309557157822464,173777685934780157270347874161150876244152902489976418315038015619072,38069749754080429967594875003943153586633152331241793240783849810558976,8353915871505437152841962435862626889026541612183896742032277983509610496
20	20,3079,588223,118188251,24403335819,5137632679643,1098212802117805,237702001505587680,51994774181828591616,11477194263835661303808,2553697793818521650593792,572225769152304873692200960,129034878419266914226710511616,29263064201288640381977674907648,6670799774345733953371226574422016,1527869871373294613600782277349998592,351460212840541604936679607446643146752,81170739225853710916440911316305202642944,18815946363239874123442721719655404402638848,4376633522326234843144097751360746232714625024,1021265136995883973066815088159665327868596977664,239016678500100465028341225029073519033631555715072,56095171578619107062095702698514904801893453836320768,13199404587957436711369452052716735689111059401283731456,3113476646505222560726354569719854976844034059230014078976,736098772784530739137081342967978642461323945861071484485632,174408582416648308775613137306011146307437903906910993662345216,41408321590419594925875887820952465784004379984738087693442875392,9850228871274423473131193549175029899817370088353939587926966927360,2347461944338336752901607636113556536693941689325304439212801381105664,560405407848901174554463377971689315555717256304868834864222493395124224,134004253629139462421929822041689203192964162452540456513150062838513926144
21	21,3541,740046,162400211,36583933199,8396466966652,1955481358109076,460920812833994944,109750998439315259392,26363064590093946716160,6381430698823017583083520,1555242267686741953327661056,381352941867178696865090633728,94025931290306905114626444230656,23299231269509216505875236202217472,5799919266595157087715922328581832704,1449861906984517778682807801104457269248,363842888377416212243306329492732631842816,91634429076158204363043293131798791055212544,23155276388268513015765696219476688372466974720,5869330112893358672898125380719360697353514254336,1492056299790688495543224586308145830283823556853760,380329017352274002944548609751152914945287151685730304,97193726931494477103448036284476102700247161563236007936,24897457358391917687065044463333211193969588898184447393792,6392178947781772604127536407241785390466121408082313452978176,1644614957744731082947938742698158060183000840063684979571294208,423984147123158760055102681444502442370085052413977020249103400960,109510998971277573733883758041177907603582384562651819437527285104640,28336410338094643772655912875911011842250831103286890910921426160582656,7344636840113882247046771505242361207489174015840779733198663548628107264,1906762230211301475157541539249566269580183068480029679556415278677302968320
22	22,4047,921678,220075886,53890481373,13435180535575,3396930442271945,868866793144852992,224424597131383144448,58460025175137083981824,15341490705698794833444864,4052607513879938719220236288,1076870944484742490454052831232,287678691785514785261534398382080,77224888128844722880444830939348992,20822500217659749585158588416238026752,5637399239041232758621739020930644967424,1532000244338059039240747111085001297362944,417785013795352432666345956032211290616233984,114302079227017902614558313657162162852595761152,31366585304049041558665058134099297448291242868736,8631900442640007028521502274855107459522214586482688,2381739089319576652675257273692507517981732750470676480,658810037577640741170293265562038681526198522834713575424,182658723460143929385630526583211763793925033470885139316736,50754694777961838047511427327404282646895226870170278671941632,14132332550852303898273647852153686149192010862284670408270544896,3942791564728334722771917460893229433690300843008370297049754632192,1102047879671738604950323470760214647947852374819856956045370499006464,308575561214137776076325066481186481214651638034358616342016876812959744,86546164137011378932258990824771004036468798483840749818498202639748038656,24312125666084408457030220000817754235941293200289442237856986659177235480576
23	23,4599,1137303,294468399,78117946503,21084696943724,5768644476628461,1595971143908387840,445737463969906819072,125510352234236019212288,35595305309140175877570560,10159473193536818953246998528,2916286409725090156490763796480,841457201213942836745331070205952,243935750241957043086052107791368192,71021158587259571250461390605347979264,20759610127353498802789572723172131733504,6090300584020844469153213118919062396600320,1792795425287952755528202818526843852094963712,529410411211931585346196581680096146923295080448,156794955968429727821237206037115549782902430498816,46565788059260368142263247236231503917073435235188736,13865081696808341889306849888107542918608941833818996736,4138383597624920297822196909044763671094968460158405967872,1238027005003737336937670781413585993022604490533270141796352,371162457168502142756700328337707396330441264912660337029808128,111501481506089830431395875043682704474175176042211017459259932672,33560787559460245008237288789150220942702793779603096350396638035968,10119858891782427336307155074476604292895555590583707370662313141993472,3056798083169277989301592913137021531607182162195973374396792848676552704,924849677330995144528157976363387818087906167287909138977574278237360488448,280254388952777031253074499170014868935869300971192782221641048012099917185024
24	24,5199,1391479,389430945,111574845534,32504221015774,9593935702662480,2862413404557333504,861852110156168429568,261554738465721259393024,79929064363191061350187008,24576767279762896136769110016,7598862067357607041316729913344,2361279241646362504474797713391616,737101471199266816649892481936130048,231058545277935864744098983387630403584,72708867943673940726475462929417458679808,22961331292552912929404280296282356780630016,7275111636369299404784353225932459682092285952,2312150762578775594891928171911278583475983089664,736949887291226716466315570486825660249424474931200,235518716514003024785023540327744461774043768279793664,75458218240980074610195647617005298506899889093865373696,24233488025799882808687934067417429658785138939091228819456,7799988319386674672653830994174348316050176885202852140548096,2515857597817221710888708686888470695856228382766612647965097984,813096583281631919305641918625173428692984311182598513015235018752,263278894309539589896772465192074804569492444667851354039850002022400,85401432705759765558399989070265846483422774634392510721162057248407552,27749169740945774774039904680557371683104878281459625172242360560047357952,9030959839829773541206671464716456199344023816922473644498334901089792425984,2943627263827726211900729939267099792131588654139019852348211821070841903316992
25	25,5849,1689154,509496177,157200210832,49289526157446,15651191669330550,5021845614286938112,1625605117349336711168,530257380803026993807360,174131118092993723474378752,57525682088216225801511632896,19106391172876425677859081682944,6376854111915733234342066837782528,2137756910837703155752597207434395648,719571227600266454378477887560204943360,243116128818609482297327493763632491134976,82424527300111513526195147577895163330035712,28034600080020396526455956208970397608512061440,9563831290311580062235504169491976325903574630400,3271776272700239258563921540576021486148522250076160,1122205861080386255420367643213086299983178724615913472,385859475724043412782675773623123429947876532729166168064,132981231156783376384134975984932331059448016301535338168320,45930213810381565139010405113847311958432717758037308320251904,15896473520933249761211352677051298113573638303667989029897371648,5512503581949316133559007175473092351736773290547197522330070810624,1915129383601649317285440594139705964017401442631739102995885959675904,666510903959869708111233916443169674548524543507538929068157517827145728,232347550857333301610658050955747486547459051821880659033137508794442448896,81125084684706662030970447142201882843080075443414987315740498631553447886848,28367785355670991236572068328710593604253072086447399146435019241963597401686016
26	26,6551,2035682,659962300,218700953164,73610516096652,25080752898177852,8632151969956694016,2996486613819166031872,1047907110718059258576896,368860864149456322381742080,130593245312519942891880054784,46477437591432850619376626302976,16619350497981793051513893030985728,5968371927863625350878379034770669568,2151854013556989870816591544848180314112,778664672770003954726997895215334524190720,282716553179740806665992040845532647351386112,102970127462108228352530220140007664445674225664,37613017602059367037317857450006082246958301315072,13776833329891244950231447556392745770790097216602112,5059068930465173240965157704157547222108051572468482048,1862235190044872824719502086362109658996259294423059267584,687037003559982245786170070809769592077367839863973791924224,254010507845804448735681170778080523311233980303748157526769664,94101853627234339513490113693544344428904004248542764105155477504,34927921733414747790291552007280665617182111229409783033790419959808,12987698131662852394842157676274123351403996695903663617852441960120320,4837673717469006783876929391625128801936529222170647452877777973045886976,1804882387349873285513272288783653447834455359741100184010537643315816300544,674426790596580269684266221153020689561039242127361069347810628051840637337600,252384274321400278155633008607458628331741962211588910946224711691163320014864384
27	27,7307,2436839,846986145,300712181368,108384378745464,39529885457381936,14558809772273491968,5406638133381114626048,2022317068614025716170752,761232003926445953598357504,288157673353528129344384270336,109633245105172904227785188311040,41903230335217467054674298290569216,16083163484985369845922837627244904448,6196757128607167854441384171629883424768,2396054012889479102522077801503888341204992,929510086334508867150411652381475560136638464,361690039790438086555291183544807466992840736768,141141465713905201176260883037232916394714322698240,55224069702104586759404341369915955391860424017182720,21661373081322097643241399258660256094785695552783777792,8516522328978722551532456133800145366273847276332153569280,3355816589352372604105917348316019569072527460183294817075200,1325073072421548257585277488101848986372732486893150192225222656,524249141673502008953414323898436797939785261723567703002038927360,207800467308922637506744262693822717034451673496236793311945453207552,82513375694197616141316312880899205188077836580682436632339583290310656,32819543975223992377318717764824627403215043265505300082466343932594749440,13074804888182369184631375134974878080854675875804102682563664915802454228992,5216738298765379572067112021003805765645839877994734977379009584675733660237824,2084457307696398299820758090782702039136482276547605127087602427932166895286878208
28	28,8119,2898839,1077683495,408983242517,157491696544293,61347239042964872,24123799065600491520,9562921031198247485440,3817375406887964524937216,1533226253964590589954490368,619190147664833071117659799552,251292682634113067980009978724352,102441178902628571212475952053354496,41931407274481559112820926511553970176,17227789983240198770997944949205360443392,7102630740699895915839653729229196153061376,2937638331818384064346705570453130360972640256,1218623661151077629498637384982331549793340358656,506928378245514893459600620423641786041354877403136,211422852353256508302909818815999973616455019202084864,88392602035422705306427031955128519497324943481593921536,37040390741105897594920612914709097334365346229858670215168,15555127674628057674715805127295266387230615418813228903301120,6545724412439876215604935232877553980408306302505820864504659968,2759815784979652399135032387417432547759155751555638701498235355136,1165726601365442216858625566977290658843951177775187645120292142972928,493249868329857103766008003492605278568926708587794881837369721196904448,209051546207745201895244536939159237061908375220001564352394644249448022016,88740349211357577097519816651031122946036637484063360226534159699012183130112,37725750449349812369865400379291679529706155999725544363502738145814583573479424,16061034699282668953499288190030554438052714225099640996252443650476997837942947840
29	29,8989,3428350,1360236935,550592459773,226044049315776,93840984587056352,39317393482647846912,16602377170221038305280,7058287016519311797780480,3018707241229696214860038144,1297937764958632169542613204992,560747125773627756074047882919936,243314351050171225544727962536902656,105996711403856634575363373124087185408,46344766311756598139597664410308595154944,20331566114577604690232786004939662220591104,8947384541299957549315117264405031611239759872,3948955877488644754204136682456251981658949943296,1747614184004437500268864837975328445541513007464448,775373448320869342702588423956209651670507732789624832,344834607163663281421993305262546901702888224093410164736,153703663953526642190318020974351149986026208129774002372608,68655528794501685997887590091736692575374762654325308615819264,30727982347410016242277284124974341829619677685130760934465208320,13778862449649036586304311069943807483420277887982497044457469247488,6189716844057086036628789054178894174406233781729816654105319904903168,2785267564633826135803890489991027661185379801700003882341098789837733888,1255351551655780536137223344187961813085233756218831867452231862543743713280,566672754504449309388062009804693755878830410124371175926592513700359533756416,256174812028560562777229325821553870260535425691985146239244414979857185708703744,115970728336232657552017789475620752152733407018121608202335075962851338891214979072
30	30,9919,4032510,1704011498,734193766455,320712951899301,141618181831067008,63095798664612167680,28325663881515356913664,12800354257422899063291904,5818165783947195721722101760,2658273087352896982623931334656,1220221535900880944138837280423936,562492081739199836450369983500779520,260300056988300597058559858254972715008,120886034450499085734634555611434702602240,56325348779284592923064187681396098039021568,26324131671417059428751957003714820606334599168,12337729084719308436644343820240808166604201263104,5797838521107217145172668436625967527433037527646208,2731328470632211136055038211267356963962742354619662336,1289713230343501560366098756240955503786369368379436826624,610329685032243601610073692462470604670925304569317463949312,289423670897829899400341750325144148673722455784908242190073856,137515804699877633086213174419925520620056540714407484422818365440,65459865578281648816269226170999663155116647755948327781814226649088,31214765441013198796328203684043679122935231293012844379550569239412736,14909712712924596352009655926323296550325122281822192706769245355642978304,7132919659525385154775163778943955449305281851133541844694821386380791250944,3417601592652806172785599975698774002178041038114810434077810917009322938466304,1639838449151676164496269661217025957169489854923586970277069063604109527100686336,787912133311636925190600909934053268097839841093088231006806684084234963058574753792
31	31,10911,4718943,2119678379,970298664109,450131419590876,211026920765546240,99794780570348650496,47542939025875782336512,22795522417482488403197952,10991792991369629553953603584,5326946255696913657022031855616,2593353428526386300674197153644544,1267760742439031138820915439998074880,622087184249458020332832239634725470208,306317263549293918855005119154474880860160,151315457444178360966640319819399880469643264,74969784433029780568385480826503990728030420992,37247029618860889735322130901735389530008278007808,18553271744215049428168355815742922030300859369259008,9264077405583892493003426937890438590167969771173183488,4636315922766474851803908898790380248350601538576958095360,2325281085411262899066706542872922815474038961611849343172608,1168576456477232843278585127282605568122408548154297370743406592,588396719846097632824109239257360465017120656345191464882430541824,296804845426425815648497028399308055568484097599007365387805278601216,149975072147101560229154775777746221493662554603716617425616806963314688,75906218760784322684619918557646194323399693351760236963117283714678128640,38477906528224431656807434517330253621603077607970563303198505206738698895360,19533920262394431013707703618472694580213501513857771606515416521782060723994624,9930740036360476532926987141064533166703144898336251443184367513868441792284721152,5055456574585769150628535146351304096294589285760804248588141084725004757781568290816
32	32,11967,5495775,2619346989,1271597169568,625381059963984,310727504637985344,155698492677753602048,78580016990197735489536,39907290644774694349176832,20379076631327570768345169920,10458077781189616884427222155264,5390678570390835881636928147161088,2789863843246644901414826390019112960,1449176079291578309369410423205169987584,755317521723586155778480000965677347241984,394908811684525744188834704966723619960913920,207073894308340688736851727258854087339026677760,108875189869950754020821253491705894794592413286400,57389288820716698648117530288036463872848217377865728,30322319865410662639119066408356200323282940890854719488,16056904608688787557362207799190967472801425440543999000576,8520656884867199275194043286063727749499256971371171211640832,4530491083362996441888597623405187051551640806132740447895814144,2413414765585962733802217409664356702476075152332118250713293783040,1287924905324112234021959313080418805452025775767035179647117725532160,688464948570278319715412578267822692489358086318797095243529436111306752,368612194641445916850887596363844134882927781238803724444776675038489214976,197660862970732441450475094042713685441861213032229625802514514134776214978560,106146031891912865071057399596100274338199608070261657826708455938046548477214720,57080800797095157899860515404104206452707976236342996615643237223467060068417011712,30736375361772811860683280693636135749384498439571588301191709354344827670382891761664
